,text,label
44820,miselech 9ol mestawyete fesdaa,1
44821,tbarkalah 3leha zin sout,0
44822,machalah alikom yahfdhik enfants wun grand bisous,0
44823,had lmakhlou9 mayahchamche ykhasar lhadra bazaf,1
44824,birasmi 5ayba wzid,1
44825,hadhi hamla intikhabiya ghaire,1
44826,m7laha,0
44827,chnawa tnadhif halimarik mazalo ilahso makenich lazim ach ya3mil aka l9awad limase5 lbare7 tonsia chnawa walito tistfazo fina aya nadhif digaje atention raho maya3nich jomhor nas dha7at homa awla,0
44828,esta9se2i mridh ya7ra9 damek 9adeh 7a9ir tefah,1
44829,bravo,0
44830,mili5ir imkacha5 w3ichra bina wbin wintmana ta9if a3la sa9iha wtarja3 itsoul widjoul 5atar ta7it itaraji lifri9i wfat ilkoura,0
44831,maset laset mamstek wkhayi,1
44832,choufou 7alet parc fin weslet mba3ed ochkrou,0
44833,maher haded bich yal3ab,0
44834,tfouh nahdi 7outhela,1
44835,a3mel l7ezbek leclub,0
44836,rien rayahi,0
44837,talgach tnayek,1
44838,tbarke als lebnat mahlahoum,0
44839,ta7founa te3jebni drama,0
44840,jamais t5amem n3adiw saison sans ataquant salama jeziri yjibou titre,0
44841,zebla,1
44842,nahdi asma3 zebi irjel chta7ki wohh,0
44843,thabel robe,0
44844,bravo farahtna bravo chiheb lili samir selimi joueret,0
44845,bravo,0
44846,bravo,0
44847,mahlah baalouch,0
44848,boahh mile 5idma wow fikra mish wow respekt berlin,0
44849,tbarkalah,0
44850,klab,1
44851,bravo,0
44852,9osito lbareh,0
44853,etounsiya,0
44854,3andak sah aqrab nas homa ynakro lkhir tala3t khoya hasta haz ktafo dar laflous dyour mayhaz telefono liya hasta ndir inconue,0
44855,a7la awled moufida l7out 3lihom,0
44856,tbarkala ya3ref y5arej fomou,0
44857,nawfel ahsen,0
44858,wahra samsoum,0
44859,yousef fanen,0
44860,tehchi asbaa,1
44861,yestad3ouha jam3iyet o5rine yetmanou ykawrou psg,0
44862,oumaymanefzi na3fek tchi5 alihom fazet,0
44863,bravo,0
44864,akhtawna menou kais said ywalich yetlakech hiwar awka thaher 3osbena kil khra,1
44865,chaud baya3 chez toz kalou takadoum tajawez wsou3oubet kolha sorek serkouh ba3ed thawra ans fet serko zyn fois ch3eb arlabitou tahan webtihhazi raby,1
44866,kavi ladhan lougna,0
44867,m3alem,0
44868,bravo erie7i wnchalah aham m3alem,0
44869,sa7a,0
44870,rajil bachir wenta amine gara nik ta mere echlouh emta3 zebi,1
44871,new post saied entretient rached ghanouchi elyes fakhfakh,0
44872,bravo,0
44873,moumen,0
44874,f5ama fyena sout 3andek,0
44875,3omri ans yet3alem 7ob watan tal9ah 3omro 3ans lyoum yzid yakrah lwatan y7eb yo5rej meno t9arench,0
44876,miboun ezebi neklo omo had,1
44877,8oul,0
44878,alors juste faza mchit ftart chez smug go manar kiosque oilybia sandwich desert nom bizar extremement suculents,0
44879,wajiha ljandoubi bent bladi l8alya actrice formidable braavo,0
44880,choufoulna 9rina wt5arejna wharemna wmazel la5damna wma rina za3ma wa9tech n3arsou 3marna 3icha merda endana ma9rouch 5orjou mlebteda2i bsgharhom,0
44881,kenet bayet salet parc wmeli na7awha wradoha midha jam3eya tkabet ta3mel mzeya traja3ha,0
44882,fou9ma matrise,0
44883,yesr sari7 belnesba liya te3jbni barchaa bravo wasel,0
44884,cha9an fatr direct,0
44885,omra moubarka ghali,0
44886,chkonhom elbaji ghanouchi ymathlouna ymathlou rwa7hom 3amlilhom zaza kabrtolhom roushom ymchou ynaykou ezouz fach ybi3ou ghirhom,1
44887,3asla,0
44888,kalb ihodi ta7an 9awed tfoh,1
44889,saybo 5ali ye5dm la7keya lkoul 7didh fera4 3awen 2jam3eya dinar raho bel3arbi ser9oha nehboha 5alo 2nami saybo 5ali ye5dm sba7to 5ali chway 2tk lkoulha ta7anet flen flen na9sou metanbir tsarfo kifh t3awno 2jam3iya na9sou melbase,1
44890,a7sen momathel bravo,0
44891,tar7 mouadab mawthou3 doun ibtithal aw moyou3a,0
44892,courage wrabi masoulia likbira wnchalah iwaf9ik waf9na nwa9fou libled l3ziza ousous wadh7a ws7i7a,0
44893,thanks,0
44894,nafrehlek sahbi dhrabt brapek sousa,0
44895,leflous yetlafet il8irou na7na na3tiwah foursa wenchofouh khir mela7zeb lou5rin fi9ou jarebtou wchoftou ichsar fina,1
44896,bravo,0
44897,sotek a7low wasel hasen,0
44898,bravo,0
44899,malaaa klon,1
44900,m5yeb rasha mamsetha el5arya 3leha 9ayma mjabena,1
44901,mdr,1
44902,azebi,1
44903,7louwa ti3jibni,0
44904,baratli blaset 3isam masilou blaset 9asdawi jawna a7la,0
44905,bravo madame 3arbia fom mle iwaf9k,0
44906,bonsoir encore remarque amelioration mon ligne comprends toujours tous retard coriger mon probleme pouriez intervenir rapidement,1
44907,9al msa5a 3ib a3lik,1
44908,nese takrah liquipe e5dem rouhek ma3ak kamcha wazaka,0
44909,alo,1
44910,lem3alem yetkalem,0
44911,mamst waldh etafah,1
44912,tafi rouhik,1
44913,mafhemt yebki yendeb hia yichfiha chleka,0
44914,meskina yar7amha u yen3emha u ela 9talha i5ales,0
44915,like it so much video tdha7ak meme temps t3almek 7ajet,0
44916,zaza show nchalh yorz9ek 5irou wibareklk sa7tek w3ayeltek wmalek,0
44917,bravo ma7lekom tdha7kou,0
44918,echaab marzouki ourabi yaatikom esaber ouelkoua neta3daou mafia ouli yajriou korsi ouabelahi etaoufik,0
44919,5ritoulna kifna chalaktouna ma9a7ba lmanadher lemnayka 3lh dhaw9 lmon7at 9odwa ezaboura jebthelna tfih 3l zok fard fard,1
44920,bravo nafer7o kinchoufouk 9rib mejouweret wet7afez fiho wetal3elhom felmoura 7eja behia mathabina fereb7 felkhsara 9rib menhom,0
44921,ma7lek rim wahra rzana jawharet echacha etounsiya bravo,0
44922,masta lasta,1
44923,bravo khidma tayara,0
44924,swayet,0
44925,chemdakhel dinomek,1
44926,9ade msat tahrij,1
44927,chesmha l8oneya,0
44928,saber nkalmek t8anili 3ersi,0
44929,l3abto l7amri nsito daz blabla lkhawi wo chifouna tnasikom,0
44930,marzen mlayektou sa5ta,1
44931,sba7 lfol 3saal,0
44932,mamstou ma9al torbitou,1
44933,masta,1
44934,mamstou mamstou bjah n7eb na3ref idha7ek,1
44935,mche mnayek anyek,1
44936,chbih ya7ki 9ouloulou yestarjel ya7ki erjal ma5yab rasou,1
44937,nentmi lhata hezb wo3mri ent5bet mna3rfch a3lech mrteh ryehi ma3k,0
44938,ria7i ria7i yn m3amer gadefi hazit melyarat terba7 9arat terba7 3as teli ria7i ria7i yn m3amer gadefi hazit melyarat terba7 9arat terba7 3as teli,0
44939,tfouh,1
44940,trop aime emision nouveau concept,0
44941,lmohem tawfir mwaten choghel,0
44942,aya louled metkarzounich aime nik nfarga3ha,1
44943,tayaraa,0
44944,in3al zari3atkoum yalaklab matahachemouche mounachite invite tfou,1
44945,shih klamak sok far5a nchala yjit hosin ragad kasha choya,0
44946,bravo wasel dife3 9adiya filestin ywali cha3eb 3arabi y7ebek,0
44947,winou zeid,0
44948,hna dziriya nmoutou,0
44949,n9olak mabrouk contente mai mayjich metrach7 barek tetmanikou 3l l3bede,0
44950,bravo,0
44951,ieze kedb efr badabiea ierj3 fekreb wakit ielkadaba ale kefik ietn77w jomla,1
44952,dawra maset emwatiha,1
44953,ya3teha 3mer 3ineha tsou9it mskina o5tha,1
44954,ta3mel mzeya raja3 alexice 7alime daraji tfole mla3bi barch saif 3akermi a3lah mayal3abech,0
44955,7asbiya alahou wane3ma wakil,1
44956,me7leha ti3jibni,0
44957,bravo beredtelna 9loubna,0
44958,mitsan3,1
44959,nikelhom omhom wa7na maaak,1
44960,bli t5tar saif ymot yofa wla 7keya tkaml tfarej,0
44961,hahhah na5ou nfas narja3 nadh7ek ba3ed,0
44962,kethb ahmed 7ram t8alat nsit rou7ek kont menhom 9a7ba tebet 9alet mchoum 97ab,1
44963,ta7an gasrini gathafi,1
44964,l3yalate tshe machi nta3 mama obaba bnate akhir zamane,0
44965,ta5ra fihhh zantour,1
44966,fr mesh ykharjlna dvrt khouna khir techji3,0
44967,salah amghar,0
44968,ma3dech tsadkou tchoufouh fcb,0
44969,neketha thanit haya cher nayek degage kanek 3aleflous n7eb n9oulek berjalha,1
44970,wled basem a7sen wehed maydha7ak8 jemla basem yestehel jayza a7sen coumidi,0
44971,hazem bejaoui,0
44972,slm ani 3melt abonement telecom emesbrakebtha signe etain chbiha ma7abetch temchi,1
44973,mabrouk lmasr wa7na la3zouza hezha lwed l3am saba 9atli thawra moudhada l5obza 3amine o5rine twali bdinar wa7na mazelna ghadi deya5,0
44974,3fat bro madem toht tghani maa lmnayk adheka,1
44975,done courge mademoisele pouriture malade mentale merite etre lapider,0
44976,ahad,0
44977,nakrah eni nkoun saied yjib nkad bethabet interactive na5tarha akhta 7achtek beha nmout l3abet life is strange jeu interactivce kenet suit 7keya matoufech scene ba3dha just twali storie line yetbadlou 7ajet sarou akhtar rasi ketbou script tmout berasmi was expecting more naref makch huge company tekhdem ground breaking za7 when you get hype so high at least live up to expectations nb objective mte3i mahouch naber just mon avis personel khouthou tanbir critique,1
44978,ne9sine 3sab na7na,1
44979,ila abad aoi ahad 3ach ireiki,0
44980,momanthla tahfouna rzina,0
44981,3asba w7id wild l9a7ba ychidli zeby,1
44982,mastaaa,1
44983,fin 3adito hkaya tsharef tanfe3,0
44984,franchement bravo amine,0
44985,9alilkom mhabit manitsawarch netsawir ba3thitha amis famile whouwa habatha,0
44986,tnaber tnayek mchat tneyek al3ab charchouri riehi 7chahoulek bagouri omok 9a7bet majles edoustouri,1
44987,akahou lwahed ychouf 9anet ykamel biha sahriya,1
44988,aslama ouenchalah maana nsahtek kbal kotlek nahi bilel aifa hichem belkaroui hani nouasaa bali ouen aoued nkolek adhouka ezoiyez mahomch mtaa ejamiaa aoued ouasaa balek entreneur talkach tesin mya bountouet metmarkin esbab ahdef mtaa zidi bouzid esbab loulani hichem belkaroui ouethani bilel melekher hani nsahtek ouenti dlilek mlak,0
44989,kamcha fosad awlad 7ram 7othala 7a9hom yhezohom ysakrou 3lahom fe7ade9a ma3 7yawanat,1
44990,bravo,0
44991,wa9tech sar hada,0
44992,yitfarjo wintoma ho ni 3asma radis eb3id sloma mara7ba bihom,0
44993,terba7 na7i mofyaz9a kthiri beja,0
44994,chalkou rwe7hom sourdi eji3an ji3an,1
44995,jme3a info s7i7a 7keyet ma3loul,0
44996,cha3ib n3ma mahsoud auguri buon ano,0
44997,lourd bladi nik sbayhiaaa klad dam klab francaa,1
44998,mnawer 7afla rabna ywaf9ik,0
44999,bilehi rahaz ameli wahed yekteblek fb tfou alikem koumat nifaq,1
45000,a7la operateur,0
45001,salamli aala chakroune,0
45002,nemout 3alik,0
45003,orangetn,1
45004,aina anta omar ibno lkhatab sahab rojoula basata konta amir lfokatai,0
45005,vais esaye,0
45006,acord prinicipe entre bernard casoni,0
45007,te3jebni southa 7low tbarkalah 3aliha,0
45008,etiez mon pr fac medecine souse etiez tjr mon exp par votre facon ponser dinterpreter choses,0
45009,lkolkom la7asa,1
45010,nour malem,0
45011,t3ayef,1
45012,ahki maa kasouni,0
45013,trop,1
45014,tfarej blacklist,0
45015,t9oulo indham isabi9 mcha bilbahi wil5ayib wintom 9adimtom ltounis il5arab wilkidhb izwawla yizik milkidhb winife9,0
45016,merci bcp contination cores 4ou5 autre joure fin,0
45017,taajibni ysr,0
45018,wa9teh enadwa,0
45019,kountich na3irfou inchoufou yikdim a3raf da hakiki i3jibn inajah serai toi yahfad galya alina i3in chourfa ihibou yikidmouha,0
45020,rytou mignon lyoum mashalah raby yfadhelhoulk saha brunch,0
45021,nml nml wled sa7bi 8oul tfara7na sne ta3mil mziya m3adich jebit 3amlit autrefois n3awidhelik nik omhom 9a7ba we7id we7id,1
45022,stylk sormek,1
45023,bravo wasel bkodret ijbna fiswab vive,0
45024,masta yesir,1
45025,riehi leltoile taragi,0
45026,9o7b,1
45027,tbarka maryouma,0
45028,a7ki 3l wiza2 sebsi elmost9lin kolhom 7ezbou tmanit ted3mk nahdha,0
45029,bravo nesma 3amlet lemlih 3adet etahkik 3tatna forsa na3rfouk wnesm3ouk baramjek a9na3tne,0
45030,barvo,0
45031,maset yesr,1
45032,hawel tbahhid mahou intihazi wi ihib just yetmahhich jamhia yahni hili yahtich blach courage,0
45033,toufa erjel ba3dek jlayel bravo,0
45034,sober nik 9tous semi lfehri nik omou kemcha jboura zebi,1
45035,kawfa alaihi,0
45036,lezem points owel match,0
45037,espere qu aura saison parce qu pleins chose qui sont encore acheves sinon serie prefere,0
45038,of,1
45039,hlow mala7 ifrez,1
45040,igtelkoum itkenbin nej7in beles3af rakoum 3leli,0
45041,famech miliard har,0
45042,raby yishfihaaa wlhhh yaatihhh sahaa nchlh ykoun 3ibraa be9i thin l9loub libaathha,0
45043,wa7cha maalam,1
45044,famech miliard har,0
45045,3aychouche klemek 3sal nawaret checha nawaret amine gara,0
45046,tfoh,1
45047,eyh atendiez quoi juste a3bed t5ali 3andha tetfarej kamcha mwabna 7acha yestehelch ywaliw tseker toufa se3a ps 9asit lef,1
45048,madmik 7a9 mat5af cha3ib no7kmou simioni cha3malna mat5awafni equipe y5awafni simioni raja3 chiheb,0
45049,had very very bad experience with this restaurant experienced highest lack of moral and respect by waiters as if you are not in respectable tourist restaurant in one of most important tourist sites in tunisia this disrespectful atitude was because asked for an aditional chair but more than thre waiters refused to give us chair pretext of lack of space finaly they asked our friend who did not get chair to leave place have never sen this ethical degeneration in my life even in coridors of popular restaurants this incident hapened tuesday night of february at pm,1
45050,ghodwa joueret yelzemhom ya3tiyow fond beshe ifaaar7o tebdaa rebe7 nshalah ghodwa contre adversaire cs man5afoushe 3leha nshalah,0
45051,bravo,0
45052,ya5i tefra7 martik t3ari,1
45053,mochkla ghlot aya we7ed prese wakt yezreb ynajem yoghlet dek 3ali yakra warka,0
45054,irajil saref jibou miliard mahouch yal3ab ya3ref yz3mil mahouch s4ir i7eb ijibou,0
45055,nik omok kleb tahan boun yetnek klb tahan,1
45056,wahdek monsef ywaf9ek mouhem ehtam bethakafa yezina mahezel eserka,0
45057,jay derbi enikoukom,1
45058,bourjoulia rakizte klemo t7iso insen y7ib ye5dim insan pratique yilzem nchej3ouh,0
45059,maaastaaa,1
45060,tbarkalah,0
45061,m3alem chakek 9oderatek n9ouloulou sayeb yab9a y5alik lina,0
45062,adore,0
45063,rawa7 rawa7,1
45064,se3a te3jebni etofla litsou9 moutoue r,0
45065,merci tunisien,0
45066,layae ma7kamet el3adl edouwaliya 7okmet lisala7,0
45067,bravo rajil,0
45068,mehouch metrabi tarf degage,1
45069,3sal,0
45070,khedma tayaraa parole wtamthil wghna enfin l9ina mouzika tet7as,0
45071,kamcha khab mabna yhebo ydakhlo liblaid balbla jdida nitelho bahom,1
45072,tfouh manather,1
45073,sobhan yonsorha,0
45074,wa9teh ilfinal ye3adouh,0
45075,5ayiba fatracha,1
45076,chbikom nfa5a,1
45077,sala7yetek tasma7lek ta3mel bal3a,0
45078,7cha 5li9et rahmen sidek bhim msatek blid,1
45079,hram alikoum tfou,1
45080,hiz 3aliya tlf,0
45081,walad nhib skon y3wini 3irsi 9rob wdinya so3bit wlad 5ir winhom hib ya3mil 5ir y3awini ra9mi wnsalah labas,0
45082,neji neji jahloul makch rajl 3amil firansi 9awad matal3abhach watani,1
45083,bravo,0
45084,helmi la3bidi bac math menzel bourguiba,0
45085,yasmine jeya,0
45086,braaavo alaa,0
45087,y3tik 3asba rou7 nik miboun,1
45088,yemchi ynayk maw ta7an jma3etna belahsen trabelsi,1
45089,maher haded va signer contrat semaine prochaine sporting braga lemfach5a tal3eb match amical juilet atletico madrid,0
45090,bravo,0
45091,olala m3alem,0
45092,bravo,0
45093,chbi dabotha 3ar9 porno star wla omorik,1
45094,concernant boughanmi chouiref mayarj3ouch yetared gandoura t7el 7arb rou7ek,0
45095,maaasit pf,1
45096,kolna fi9ou fi9ou y7oubou yaderbou jam3eya,0
45097,comentaire video enedi etafrik enedi efri9i lko etaraji videos lemkach5a a7ki,0
45098,aime,0
45099,bravo kadija,0
45100,9oaalit rojla,1
45101,merci traiter cete reclamation merci telecom,0
45102,hekom b3athtoulich,0
45103,9elt 7yaa mosalslet,1
45104,kolkome bahi,0
45105,raja3 montasar yarham,0
45106,mahouch yejbed mr2e meyta,1
45107,kam hay mayit kouloub enes,0
45108,i5awefd,1
45109,ma7la zinha,0
45110,5it,1
45111,bravo autres njibouhom nsakrou recrute n7adhrou mawsem jey saye alexis haded harbewi twali 3andna grande equipe afrique nchlh yal 3ali 5asatan alexis wl haded,0
45112,m3alma,0
45113,alkalb fehom rachd maset laset maji,1
45114,nemchi rayek bacar aziz pase plan,1
45115,menaoui 3aabed ethekaa othmane yokhrej,0
45116,esa7a nchlh joumhour lclub elkoul m3alem,0
45117,3chbi m3rto d3ira akda,0
45118,amal tched 3elem as3eb 5onar mechta yji nchoufek ta3ta9el fehom awlad chi7ibar wra etfarej anwar sadaat wetfakerni wrabi ywaf9ek,0
45119,5rit,1
45120,dawe3ich mortaza9aa jereba3 entakhabouk maliyoun erhebi,1
45121,7lowa,0
45122,nta mn3rf wech 5arjek lyoum,0
45123,thabl,0
45124,3indik iyzidek notlob minek a3mil machari3 lichabab wo5rij mi siyasa,0
45125,far8ouha jam3eya,1
45126,chniya esmha music a5er 7al9a,0
45127,demande vrmt qu devs chez pu fumer produire bot asez stupide sais quoi exactement,1
45128,smug,0
45129,t3jebni dj,1
45130,amir blid rkik,1
45131,miselech 9ol mestawyete fesdaa,1
45132,2barikelike kife 3edilete wa3etite kole wa7ide 7a9ou wna7ite wilede felane wlide filetane 2liome yesete79e bache yele3abe ilezemou ikone joure we3andou fisa9ihe 9ebale mayekone wile felane t3iche,0
45133,ta5ra sera9 itim gadfi taverboulna tayara,1
45134,zeby sanfour,1
45135,manikou manstou ma5ibou ihez t7in,1
45136,mkachekh dam lakine kilmet hak tetgel mochkiltek siasia arfouk bdit tamel jwanih grib tir korsi caravage winti machala andik avantages fa karero yamlo hamlet tachwih momenhja thamech awalen yihlbouk yestenzfouk thaniyen ahem nisba lihom ykarho ch3ab maysawtlekch aker dowiw len yamor len tantali alayna courage nchala podium jay korsi carthage,0
45137,bravo rojla ct,0
45138,mestir sormok 9at7oulek,1
45139,kafon 8oul wasil i3ink yal5ou kafon,0
45140,titre zeby,1
45141,maset laset,1
45142,fibeli tasjil ye5dhouh 7okem ma7kma dhaherli msajli talifoun,0
45143,hhhj tahan mout wehf,1
45144,berjouliya 3ejbetnich menek amin 4ifek mely d5al tchalek,1
45145,sout hlow,0
45146,3idkom mabrouk itfakarou kesra wileyet siliana ilwazaka ijibouhom litalafza 3morhom majibdouha ray teb3a,0
45147,e5dem rou7ek 5oya wa7na metfa2line future ta3 idek,0
45148,top,0
45149,barnemej moustew niveau taya7,1
45150,siyasi kawarji ria7i,0
45151,dwal fahmt la79i9a tenta5b rajol a3mel turkia jazair usa,0
45152,uled s7a7 nansuch jmilik ikun 3unik tit3ada fatra 5ayba 8alib mafia hek tra i3ani much,0
45153,maskina ou5tha masta 7al9a pf,1
45154,maalem sahbi,0
45155,raouwaa,0
45156,tayara tamthil bayrem,0
45157,mahlek,0
45158,tehchi,1
45159,ekida ltab3 anime ya5tar kifi mteb3in i3awd ved ya3ml ijeba lou5ra akhw kifif,1
45160,sava sa3et yabda maset,1
45161,alf saha touche fond mon cur ibereklek 9ad tibet 9albek,0
45162,lawled lazemna na3mlou 7amlet,0
45163,bnisba lih mouahlit ykoun rais mahou 9al 3ndi machri3 hana nchoufou halmachri3 etha mafama el9anoun y39bou fbalou sehla ykthib 3cha3b y9ouloulou tfathil lmachare3 lhkit,0
45164,ompv smug marsa delicieux petit dej conseil lekher,0
45165,elgerd gerd nag3ouh dhab etfo,1
45166,kolna 5aliwna do5ale mai 3morna makona mas5in ndhaf titrowetna ndhaf jam3iyet sufisant tal9a mleyen wrak continuation,0
45167,3malte skatich lisalih liblad,0
45168,wahdek olfa,0
45169,nayek fachel,1
45170,bn courage behia fazet enesr hakeka nerb7ou inti5abet tachri3ia ri2asia chi3arna ywali ynafes chi3ar almania,0
45171,m3alem,0
45172,marzouki itwansa yjiboulhom nabi yjihomch belhom nihmdou,0
45173,ahla a3az mariouma n7b ntfarej baramjk,0
45174,ma3ajbetnich dawer,1
45175,zink ma7lik,0
45176,bravo naji jaloul,0
45177,tefah aslan mayjich moumathal 9adeh ta7 9adrou tamthil,1
45178,hazou contrle chan3ou dar ytay7ou recherches yhlekom,1
45179,khamej 9lil etorbia naoufel amset makhlou9,1
45180,hadi ognia beketni yahmi bledna kwana moulana,0
45181,mal bohali,1
45182,masta,1
45183,deja fait,0
45184,mani 9otlik kalamni,1
45185,ta7iyatna sayed lwazir,0
45186,fin y3dou em match,0
45187,masit merig,1
45188,faut av,0
45189,khw,0
45190,mabrouk litarji lhand nchlh demain lfot lgadefi forza cab,0
45191,maset laset,1
45192,kolha chouhada kolha abtal sade9ni period 3ali makonet na3ref had fehom sma3at bhata voutola boutoulethom yarhmo hasena 3aleh 5atro moslem abtal adeya etla9eb rweha abtal walaw ey9arno rwehom farhat hached bougiba sobhan moghayer ahwel 3amen walaw abtal,0
45193,aplication litsawri biha stp raj3ili,0
45194,oh,1
45195,raj3oulna basem ilmehri,0
45196,masta,1
45197,maset laset,1
45198,akebar kdeab hwea whazebou,1
45199,bravo matesma3 a5dem rou7ek i3inek,0
45200,raje3 djabou,0
45201,ensit w9ef wa9t bdit t8ani tha7at amir ya5sara tla3t,1
45202,9a7ba zabour,1
45203,asil yzid esa7a a3malik lha libled,0
45204,yar7em chahid wkol memche thahiyet erheb wta7ya,0
45205,bravo yousef courage,0
45206,mas9tou 3inin weldou 7ozn 9ahr omou trab7ou chkrahtou,1
45207,yekhi saye wfe awled moufida lyoum l7al9a 2ekhira,0
45208,ta mere,1
45209,recu deja envoye,0
45210,death note anime ere9 menou,0
45211,analyse sghir leklem hkah naja7 kolo presque 9alo ncherkek ya3ti bayo naja7 bal3out ydawer yedo caise ma3neha point mlayka sawer mlayen y9olo sawert maw yghomo y9olo 5edma restauration s3iba lazemha wa9fa 3ezdine merta7 la5er ye5dem conclusion mahmch mlayka a7sen ya3tih flouso yab9alo resto besmo,0
45212,merci merci merci moudhou3 fara7 iwafa9hom toul 7abithom,0
45213,hab hadi,0
45214,bravo,0
45215,manich m9ayda wmakontech fiounes na3mel nenta5eb,0
45216,nekteb article captures ecran,1
45217,nimchiw stade wa9it nikolik omouk masa5,1
45218,as aucun talon as vulgarites pouritures sortir,1
45219,iji ila rais ma3rafch ysaierha tsaier houa yedfa3 5alik yzina man8altouch b3adhna 3ayechcom 3le fikra nentemich 7ate 7izb,0
45220,manti9ouch,1
45221,aa rit yji nchoufk chahed khater mnayka bedhabt drbk,1
45222,msali 3lanabi g,0
45223,3andik wila 3asba,1
45224,machalah asola toktil,0
45225,courage faut aler riche impots pays se retabli,0
45226,mauvais tous,1
45227,rou7 ynayk miboun mayjich rajl da7k yaswa wl myaswach tfouh,1
45228,bari,1
45229,mamsto,1
45230,flop zina,1
45231,maaaset,1
45232,hamza,0
45233,lah ychafik omi lwlidk wy5lihlk yrdi had lwliyd bkit 9lbi m3akom,0
45234,fawzi ye3jebni clase yehmik eykalik m3alem yahmik oi yehdik faouzi wahra bravo bravo bravo bravo,0
45235,m3alim 9adekchi til9a2i tfha7akni ba3dik 3ibdili yla3abkom malik soltane wil fehim yifhim bravo ywaf9ik,0
45236,jekom hsine jnaya7 wghar wa7yout rades benour kelma,0
45237,nhibak galbik 3a lsenek baradli 3a galbi,0
45238,ltawa mchet,1
45239,ja3for m3alem tabda tho7ek wthmar patro,0
45240,da5el 7et walh,1
45241,programe tayara bravo,0
45242,thabel,0
45243,floucek wfet yesr tetfoura5,1
45244,7amdoulah,0
45245,sme7 menha,1
45246,thabil 3inaha,0
45247,asma3ni 5awla na3ref n8ani nmthel najem nji lbarnemj ithak ma3ana,0
45248,sakerli lbarnemj,0
45249,thahra hkeya yelzmna nkfou wnwariyouhom 3in hamra milichyet mafiete,0
45250,inhebou nehtaflou inhelou local ejdid cpr medina,0
45251,mourad tfol zaweli witim wmtarwch wdarib 7abou ylabsouh ejrima nejia zaidi mahdi gharbia wra 9atlen rahma wzid cadavre l9awha mal7fa mantsawrch mourad ydour bmal7fa ma3neha rahma t9atlit blasa wrmawha ghadi,1
45252,bravo abda3t,0
45253,belhi thama madhabina toudha7 akether vrais ta3ti milyaret es mou9abel jouers may3mlouch milon 7abit et3awen mounefsa lina tekber wetetsala7 7sbek 7or flousek tsal7 bien merci ms,0
45254,fadina esmha ahzab,1
45255,chakib,0
45256,ya7ki as3ar wentouma dawartouhe koura koul 7aje blasetha,0
45257,ysamouh tahdid rasmi enes testana faha l7al9a 5a nektachfo 5onar enahdha bravo,0
45258,lien fb tounsya loula,0
45259,positive voybez positve,0
45260,tansawhouch barka meme ya3malech cariere behia 9adar,0
45261,raja3 montasar louhichi ye5dem 3le rou7ou testanech juin traj3ou b9odret lefri9i tarja3 mazel coupe mafetna chey,0
45262,te5dem,0
45263,nheb ns2el koul youm nsoub tlf mayjinich frank bonus nsoub 5dt belhi namel y3oud yjini bonus koul dinar,1
45264,mamstou kadech tharbou rouhi,1
45265,ousama etaba3 tba33 aya sidi hadedi mahouch ya3fsou parc hadedi kawer match contre lemkach5aa saye kawarji 4oul estak thareb rouskom ya3ejbou joueur yji yejri hathi casoni m3ahh marionete 3amlinhom 9alek lhadedi ya3jeb casoni e7mdou mawjoud tharli wjouh fa9r twa7achtou tchalaa m3amri kontou ta7elmou bihom jabhom 5ali la3bed te5dem media 3amletnaa manikaaa 3arfine njou nejrou hathi peut conscience rakom 3maltou ri7aaa y7eb 7adedi yemchi y7ot darhom vendre yechrih y5alih yal3eb ps,1
45266,motrobi,0
45267,nestanou menou n7ebou fe3el mana7kmou ela manchoufouh chnaya 3mal ywaf9ou,0
45268,emanuel emenike grand joueur tab3ou ta3mel mzeya bref joueur equipe national wmarka deja can merci,0
45269,wsa5,1
45270,masta tamthil,1
45271,itawel 3omrou moumethel leklem,0
45272,ma7leha elama,0
45273,bilel bilel 9otlk masrou9a,1
45274,ka3ba bravo,0
45275,a7la orange,0
45276,m3alem 3jebni klemou,0
45277,projet n7eb na3mlou ema ne9setni miliyar tod5el m3aya chrik nrml a9reb wa9t plz reponse,0
45278,imed dhahri abdesatar dhahri nchem ri7et enti5abet,0
45279,ghorba sout athan ahla 3ijbitni saha likom yarahmou sbou3i,0
45280,orange mdaw5ethom,0
45281,koulhoum klebe tfouh tfouh tfouh tfouh tfouh tfouh tfouh tfouh tfouh tfouh tfouh tfouh tfouh houkouma,1
45282,realite kane malaibiya,0
45283,olfa romthan rond point ane9a jamel torbiya fan n7ebek netmanelha naje7,0
45284,ma7leha,0
45285,e5dem rou7ak mahmtkech chwya chlayek 9a3da tnaber ct,0
45286,wahra haythem abid,0
45287,3alem,0
45288,mridh wmet5alef wma9al 7yeh mahouch metrobi,1
45289,m3alim khalik hakeka tilhe lybia masr tanmiya jihaweya,0
45290,rahma tahfouna,0
45291,e333333333 mas5a,1
45292,wahdek,0
45293,tayara,0
45294,remercie,0
45295,erye7i thi9etna wtounis mest7a9atek wchabebha baarcha bravo,0
45296,bditou nabrou komej andou comentaire zebla kifou ykalih andou,1
45297,9anet ta7ana,1
45298,sou2al ma3adetouch elhiwar etounsi,0
